;PCB;PCB;PCB;PCB;PCB;PCB;PCB;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM)
HE_13_2_L;"1";1;2992613;2992613;7661089.28;7661089.28;-1.62872259265653;"1";0;1257.08502016958;1872.71321565928;0.162061706383826;4029.43488539484;1987.56518934544;1386.92301458304;1871.46096306091;-0.0849732461086902;5088.59179828312;3426.97527586362;1322.00401737631;1872.08708936009;1.56115189430296;-207.740791061531;2.0036041573996;207.750452948941;0.247034952492516;192.444799999066;"1";0;0;0;0;0;0;[0.633278412552935, 0.645988207583665, 0.700321941191466, 0.65967760784193, 0.640889397979535, 0.704187613503257, 0.678418061328899, 0.680693479670682, 0.682623037154039];[30.4, 30.4, 31.2, 29.6, 30.4, 30.4, 30.4, 30.4, 30.4];[65.6, 65.6, 67.2, 65.6, 64, 67.2, 64, 65.6, 64];3.03759999951581;"1";0;0;0;0;0;0;0;0;0;13.3748999978707;"1";1;32001;32001;81922.56;81922.56;-5.18587400272078;5.6;2839.71080903722;-2120.10324677354;-297.128693442516;8.61739999891142;"FM";"1";0;0;0;0;0;166.791999999987;"FM";"1";0;0;0;0;0;0;0;25.0981999997748
HE_14_1_L;"1";1;2995512;2995512;7668510.72;7668510.72;-1.62877281604741;"1";0;1267.19632052821;1870.51866994883;0.156142712068207;4029.99449836781;1988.10724574797;1396.22071320365;1870.91954201666;-0.0376201877504216;5090.57387145032;3427.61993013683;1331.70851686593;1870.71910598275;-1.56768938887691;-206.439028280708;-0.641395308528809;206.440024669211;0.193762899818629;191.585699998541;"1";0;0;0;0;0;0;[0.595230728983603, 0.61420589997576, 0.669621749578164, 0.677403725414615, 0.634578852610778, 0.634556250441547, 0.651128040803516, 0.594439582139536, 0.662001000451612];[30.4, 30.4, 31.2, 31.2, 30.4, 31.2, 31.2, 30.4, 30.4];[62.4, 64, 65.6, 67.2, 65.6, 65.6, 64, 60.8, 68.8];3.82579999859445;"1";0;0;0;0;0;0;0;0;0;4.89640000159852;"1";1;32639;32639;83555.84;83555.84;-4.71054473763339;5.6;2833.08826863568;-2148.7555868746;-269.894332673953;10.0501999986591;"FM";"1";0;0;0;0;0;166.890000000421;"FM";"1";0;0;0;0;0;0;0;24.5279999980994
HE_14_2_L;"1";1;2992632;2992632;7661137.92;7661137.92;-1.6317172791396;"1";0;1269.0180487375;1863.2652895851;0.144322137559201;4029.7451944129;1987.50522016287;1401.74817703656;1862.78752108753;-0.0756313009848936;5091.77966862932;3430.84125793024;1335.38311288703;1863.02640533632;1.56719679411709;-212.368205278507;0.764429596107584;212.369581074648;0.219953438544094;165.774600001896;"1";0;0;0;0;0;0;[0.680756735547759, 0.62492893596449, 0.680804426109707, 0.665081535058024, 0.661976750992732, 0.636389538155641, 0.666263028296689, 0.691454332673603, 0.667488744242658];[31.2, 30.4, 30.4, 31.2, 29.6, 30.4, 31.2, 30.4, 29.6];[67.2, 60.8, 65.6, 67.2, 62.4, 64, 65.6, 65.6, 65.6];3.99440000182949;"1";0;0;0;0;0;0;0;0;0;5.90700000248034;"1";1;32398;32398;82938.88;82938.88;-4.79815357417152;5.6;2837.52641521082;-2146.9024013828;-274.913949255639;5.76329999967129;"FM";"1";0;0;0;0;0;69.6279000003415;"FM";"1";0;0;0;0;0;0;0;23.2778999998118
HE_16_1_L;"1";1;2992756;2992756;7661455.36;7661455.36;-1.54995933377949;"1";0;1277.81127305397;1882.59767002343;0.239468291072526;4028.69045410916;1988.25595026449;1407.98334534343;1885.18928859448;-0.0397909963679064;5089.9335056416;3429.1127665947;1342.8973091987;1883.89347930896;-1.55088978164227;-208.275315663137;-4.1465897136779;208.316589163785;0.279259287440433;154.322399997909;"1";0;0;0;0;0;0;[0.633423258344543, 0.670194237565684, 0.623600669098209, 0.586471867898295, 0.58328519192067, 0.596225771815361, 0.580807248918648, 0.627614878151509, 0.603426786003074];[30.4, 30.4, 29.6, 28.8, 28.8, 28.8, 28.8, 28.8, 28.8];[62.4, 64, 62.4, 60.8, 60.8, 62.4, 60.8, 59.2, 59.2];2.80869999915012;"1";0;0;0;0;0;0;0;0;0;2.30960000044433;"1";1;32573;32573;83386.88;83386.88;-4.83404003703814;5.6;2869.24586620821;-2161.21975869585;-276.97009211955;7.72890000007465;"FM";"1";0;0;0;0;0;109.579299998586;"FM";"1";0;0;0;0;0;0;0;19.1188999997394
HE_15_1_L;"1";1;2991282;2991282;7657681.92;7657681.92;-1.67414972488176;"1";0;1263.45145879973;1893.83596894549;0.110393412827838;4028.55622600604;1987.94725741434;1392.83459490071;1894.29598293844;-0.080168128325723;5087.02443046177;3423.46504900388;1328.14302685022;1894.06597594197;-1.56724090165629;-207.013017761573;-0.736022388735364;207.014326199204;0.190561541153561;148.221999999805;"1";0;0;0;0;0;0;[0.623389180127012, 0.609835578057447, 0.608804565302285, 0.610990503490039, 0.64090824955269, 0.611241609048933, 0.600213783226272, 0.624438359958079, 0.636873847100683];[29.6, 29.6, 28.8, 29.6, 29.6, 28.8, 28.8, 28.8, 30.4];[62.4, 62.4, 60.8, 62.4, 62.4, 60.8, 60.8, 62.4, 60.8];4.39100000221515;"1";0;0;0;0;0;0;0;0;0;2.50470000173664;"1";1;33081;33081;84687.36;84687.36;-5.20954246432808;5.6;2894.26264018621;-2151.43885614099;-298.484796400181;6.79369999852497;"FM";"1";0;0;0;0;0;113.970700000209;"FM";"1";0;0;0;0;0;0;0;19.8687000010977
HE_15_2_L;"1";1;2989973;2989973;7654330.88;7654330.88;-1.64949214762339;"1";0;1263.48183571211;1881.84733735476;0.134729017499121;4027.77696960577;1987.58653747916;1395.76958467579;1882.04459885165;-0.0675511155695957;5089.04305554795;3426.36993164581;1329.62571019395;1881.94596810321;-1.56930517321321;-211.660398341889;-0.315618395017736;211.660633659682;0.202280133068716;147.477499998786;"1";0;0;0;0;0;0;[0.654088848331301, 0.621042144309884, 0.628102964105292, 0.636134239687475, 0.641991772669935, 0.570539513044685, 0.640593488143484, 0.622293862576147, 0.653181472648509];[29.6, 30.4, 28.8, 28.8, 29.6, 28.8, 29.6, 29.6, 28.8];[62.4, 62.4, 60.8, 59.2, 64, 60.8, 62.4, 60.8, 62.4];3.55229999695439;"1";0;0;0;0;0;0;0;0;0;2.72889999905601;"1";1;32647;32647;83576.32;83576.32;-5.13981012948849;5.6;2873.74207737311;-2140.1650871443;-294.48942791828;6.99989999702666;"FM";"1";0;0;0;0;0;92.7407000017411;"FM";"1";0;0;0;0;0;0;0;20.7813999986683
HE_17_1_L;"1";1;2992079;2992079;7659722.24;7659722.24;-1.63036608821672;"1";0;1272.69398358292;1889.07932034996;0.15591570891678;4029.36429896512;1988.08812356582;1403.01667401963;1891.39687026354;-0.0243464781249435;5086.52699864405;3422.57343884189;1337.85532880128;1890.23809530675;-1.55301503597931;-208.516304698741;-3.70807986173204;208.549272790579;0.180262187041723;121.974800000316;"1";0;0;0;0;0;0;[0.609547297864141, 0.614136621253441, 0.649290640087228, 0.68114915844178, 0.654785558926127, 0.646459176275235, 0.661074879225391, 0.677494544394874, 0.656302082734442];[30.4, 28.8, 30.4, 30.4, 30.4, 30.4, 30.4, 30.4, 28];[62.4, 62.4, 64, 65.6, 64, 62.4, 64, 64, 62.4];2.37489999926765;"1";0;0;0;0;0;0;0;0;0;1.87880000157747;"1";1;32795;32795;83955.2;83955.2;-4.87419266950184;5.6;2877.87372465315;-2158.96862326574;-279.27066849606;9.40930000069784;"FM";"1";0;0;0;0;0;84.110599997075;"FM";"1";0;0;0;0;0;0;0;28.7480000006326
HE_16_2_L;"1";1;2990040;2990040;7654502.4;7654502.4;-1.64453959443277;"1";0;1277.75251516524;1871.46993282843;0.150148593349756;4028.12164252002;1987.6512151261;1409.7022470444;1872.97045879973;-0.0383762745647679;5091.73055981848;3432.8470858216;1343.72738110482;1872.22019581408;-1.55942486531762;-211.119571006668;-2.40084155407712;211.133221692388;0.188524867914524;129.766800000652;"1";0;0;0;0;0;0;[0.65040258054682, 0.658069979552966, 0.641958863065149, 0.552097228400714, 0.609873557578036, 0.646967533036538, 0.640034913200326, 0.612105372968463, 0.66508386046304];[30.4, 30.4, 29.6, 28.8, 28.8, 29.6, 30.4, 28.8, 30.4];[64, 64, 62.4, 57.6, 62.4, 60.8, 64, 60.8, 62.4];3.20940000165137;"1";0;0;0;0;0;0;0;0;0;1.47669999932987;"1";1;33130;33130;84812.8;84812.8;-5.00233019859114;5.6;2853.56889827951;-2176.1289948687;-286.612408110111;7.86119999975199;"FM";"1";0;0;0;0;0;186.489299998357;"FM";"1";0;0;0;0;0;0;0;13.2811999974365
HE_18_1_L;"1";1;2993893;2993893;7664366.08;7664366.08;-1.53418008087651;"1";0;1291.20354966076;1877.14609167739;0.248738734553653;4029.62257874796;1987.97905625508;1420.77869342751;1882.86959806103;0.0182115842412024;5088.80391269556;3435.69573594721;1355.99112154413;1880.00784486921;-1.52665369126257;-207.320230026799;-9.15761021382532;207.522383378741;0.23052715031245;174.146699999255;"1";0;0;0;0;0;0;[0.653232923764916, 0.645627322833617, 0.606170194488162, 0.625503421897035, 0.689145554029455, 0.649238477326437, 0.642866141531008, 0.691367807746506, 0.643699144995166];[30.4, 30.4, 29.6, 30.4, 30.4, 30.4, 29.6, 30.4, 30.4];[62.4, 65.6, 62.4, 67.2, 67.2, 64, 60.8, 64, 65.6];3.03759999951581;"1";0;0;0;0;0;0;0;0;0;2.48149999970337;"1";1;32610;32610;83481.6;83481.6;-4.80778508348227;5.6;2854.13843606256;-2185.35874885005;-275.465794089486;9.63100000080885;"FM";"1";0;0;0;0;0;189.339200001996;"FM";"1";0;0;0;0;0;0;0;28.9856000017608
HE_17_2_L;"1";1;2990816;2990816;7656488.96;7656488.96;-1.5827446088659;"1";0;1271.68370348106;1878.59838477078;0.2077577803404;4028.78508665454;1987.25529248501;1405.1201260507;1879.65700449477;-0.0509165911747423;5086.14562956078;3426.90460145938;1338.40191476588;1879.12769463277;-1.5628629792547;-213.498276111419;-1.69379155839379;213.504994865204;0.258674371515142;143.110699998942;"1";0;0;0;0;0;0;[0.683132682138438, 0.69863669301825, 0.642297556072464, 0.674462518855478, 0.620210555590753, 0.670238855712827, 0.716051326572774, 0.687558691778029, 0.634328231999364];[30.4, 30.4, 30.4, 30.4, 29.6, 30.4, 30.4, 30.4, 29.6];[65.6, 65.6, 65.6, 62.4, 67.2, 65.6, 64, 64, 62.4];3.8873000012245;"1";0;0;0;0;0;0;0;0;0;1.34959999923012;"1";1;32531;32531;83279.36;83279.36;-5.20232432683982;5.6;2865.43316836249;-2153.91276013649;-298.071227586159;8.82339999952819;"FM";"1";0;0;0;0;0;199.031399999512;"FM";"1";0;0;0;0;0;0;0;15.8811000001151
HE_18_2_L;"1";1;2991898;2991898;7659258.88;7659258.88;-1.58258071219272;"1";0;1290.09854266812;1865.73713841751;0.198983444002176;4029.43446304428;1987.43504395745;1423.33257789875;1870.58878989143;0.0104793333917952;5089.1383403764;3433.03159765485;1356.71556028343;1868.16296415447;-1.53439790417019;-213.174456369003;-7.76264235827403;213.315745936868;0.188504110610381;158.181000002514;"1";0;0;0;0;0;0;[0.685526319474319, 0.690300970311705, 0.681873872628466, 0.68587449923019, 0.638766637034273, 0.617042979716123, 0.718244562350764, 0.697419406750212, 0.626897523775275];[29.6, 30.4, 30.4, 30.4, 26.4, 25.6, 30.4, 30.4, 30.4];[64, 65.6, 65.6, 64, 65.6, 60.8, 64, 62.4, 62.4];3.31630000073346;"1";0;0;0;0;0;0;0;0;0;1.94359999659355;"1";1;32041;32041;82024.96;82024.96;-4.83354292198499;5.6;2838.58136762273;-2165.71143222746;-276.941609525072;10.7278000032238;"FM";"1";0;0;0;0;0;184.795300003316;"FM";"1";0;0;0;0;0;0;0;12.6849999978731
HE_17_3_L;"1";1;2989455;2989455;7653004.8;7653004.8;-1.52388720845094;"1";0;1282.80422049431;1888.23844076423;0.252591468124496;4029.39443285385;1987.7469870169;1413.18216464622;1891.30508015364;0.0161100434336536;5074.59774837472;3426.4803646578;1347.99319257027;1889.77176045893;-1.5472795114076;-208.604710643053;-4.90662302305427;208.662407376034;0.236481424690843;144.519700003002;"1";0;0;0;0;0;0;[0.633297955383768, 0.650734952049333, 0.651477595477752, 0.67794586170035, 0.63396264540695, 0.63119498707841, 0.6174674508631, 0.61445809899158, 0.6172666446441];[29.6, 30.4, 30.4, 30.4, 30.4, 30.4, 29.6, 28.8, 26.4];[64, 64, 65.6, 65.6, 64, 65.6, 64, 60.8, 64];4.65149999945424;"1";0;0;0;0;0;0;0;0;0;1.53489999865997;"1";1;34344;34344;87920.64;87920.64;-4.63314957661213;5.6;2873.31148381085;-2215.86289308176;-265.459916592699;18.8262000010582;"FM";"1";0;0;0;0;0;147.374399999535;"FM";"1";0;0;0;0;0;0;0;25.9316000010585
HE_18_4_L;"1";1;2990180;2990180;7654860.8;7654860.8;-1.56064836469156;"1";0;1299.78535145359;1869.74215246122;0.21743782677522;4029.96016509564;1987.39605509477;1431.83165771795;1873.78303002082;0.028556160538422;5080.45560288136;3424.1780081178;1365.80850458577;1871.76259124102;-1.54020390069236;-211.274090022965;-6.46540409536246;211.372993935243;0.188881666236798;155.582000003051;"1";0;0;0;0;0;0;[0.623551424520589, 0.669589581601058, 0.632499309593483, 0.641080270705195, 0.631049495373089, 0.660976354024939, 0.681938344310257, 0.653258748314709, 0.65600350658421];[27.2, 25.6, 25.6, 25.6, 24.8, 24, 25.6, 25.6, 24.8];[67.2, 67.2, 67.2, 65.6, 67.2, 67.2, 68.8, 68.8, 65.6];4.0977999997267;"1";0;0;0;0;0;0;0;0;0;2.74869999702787;"1";1;34174;34174;87485.44;87485.44;-5.64528504049652;5.6;2862.42050681805;-2245.10469947914;-323.451006968791;12.878699999419;"FM";"1";0;0;0;0;0;114.070600000559;"FM";"1";0;0;0;0;0;0;0;14.7930999992241
HE_18_3_L;"1";1;2991866;2991866;7659176.96;7659176.96;-1.54309691198297;"1";0;1299.32112628738;1879.11857802145;0.237681878241438;4029.96361497038;1988.11239334009;1429.85197224668;1883.07461686219;0.0648125240177094;5078.89895861764;3426.56787244245;1364.58654926703;1881.09659744182;-1.54049829089409;-208.84935353489;-6.32966214518674;208.945249036234;0.172869354223729;130.024699999922;"1";0;0;0;0;0;0;[0.628856518214177, 0.63975873489651, 0.664458869619, 0.631626651898281, 0.636532238879868, 0.593198958698815, 0.637926756222182, 0.632365142592479, 0.649717145991096];[30.4, 29.6, 30.4, 28.8, 27.2, 26.4, 26.4, 28, 28];[64, 64, 65.6, 67.2, 65.6, 64, 65.6, 65.6, 65.6];2.55970000216621;"1";0;0;0;0;0;0;0;0;0;3.64230000195676;"1";1;34207;34207;87569.92;87569.92;-5.2793147545355;5.6;2862.54560762417;-2245.58631858976;-302.482454156028;20.5233999986376;"FM";"1";0;0;0;0;0;99.4986999976391;"FM";"1";0;0;0;0;0;0;0;20.8080999982485
HE_16_3_L;"1";1;2994022;2994022;7664696.32;7664696.32;-1.51767437607047;"1";0;1277.23091540854;1887.43627370701;0.262883236496285;4029.61535575067;1987.94392504162;1408.17914629277;1889.71111524384;0.0364083953626336;5079.42224591279;3429.50037540125;1342.70503085065;1888.57369447543;-1.55342600630738;-209.517169414773;-3.63974645891722;209.548781990886;0.226474841133651;184.21379999927;"1";0;0;0;0;0;0;[0.610911839903531, 0.651564416544041, 0.623453335094569, 0.647390876970485, 0.626622889073127, 0.647966992683973, 0.602136021995522, 0.683321727601866, 0.663107325388497];[30.4, 30.4, 29.6, 30.4, 30.4, 28.8, 28.8, 29.6, 28.8];[64, 64, 64, 64, 64, 64, 62.4, 67.2, 64];3.64139999874169;"1";0;0;0;0;0;0;0;0;0;2.81539999923552;"1";1;33302;33302;85253.12;85253.12;-4.5921742537701;5.6;2866.25985226113;-2181.36304125878;-263.112203529665;9.93079999898328;"FM";"1";0;0;0;0;0;82.6717999989341;"FM";"1";0;0;0;0;0;0;0;28.5994999976538
HE_15_4_L;"1";1;2989907;2989907;7654161.92;7654161.92;-1.66421305378983;"1";0;1268.76784770196;1885.70762724458;0.120101501808972;4028.68738619105;1987.41347965641;1399.35822014374;1885.73637027768;-0.076872911363154;5076.53552202063;3430.53982653224;1334.06303392285;1885.72199876113;-1.57057622609299;-208.944595906847;-0.0459888529603631;208.944600967937;0.196974413172126;186.880299999757;"1";0;0;0;0;0;0;[0.615503633209403, 0.646228282531932, 0.622635596019961, 0.62017780962414, 0.639207432178362, 0.633066109977217, 0.648967585751577, 0.629938118146746, 0.636479906469048];[29.6, 30.4, 29.6, 29.6, 30.4, 28.8, 30.4, 29.6, 29.6];[62.4, 64, 62.4, 62.4, 64, 62.4, 64, 64, 62.4];5.68009999915375;"1";0;0;0;0;0;0;0;0;0;2.98980000297888;"1";1;33108;33108;84756.48;84756.48;-4.95873918938372;5.6;2874.72301558536;-2161.12905642141;-284.11482725781;8.54940000135684;"FM";"1";0;0;0;0;0;150.995600000897;"FM";"1";0;0;0;0;0;0;0;17.2648999978264
HE_15_3_L;"1";1;2991839;2991839;7659107.84;7659107.84;-1.52945343111102;"1";0;1262.83850124208;1899.08110022096;0.256513461312778;4029.34070098908;1987.96020369736;1393.14937315401;1899.30046266093;0.0573077288479052;5075.94415917858;3428.75800513464;1327.99393719805;1899.19078144094;-1.56911295049986;-208.497395059098;-0.350979903950065;208.497690474793;0.199205732464873;164.479899998696;"1";0;0;0;0;0;0;[0.617196515905093, 0.637912042221811, 0.614536660064235, 0.663625131695809, 0.607345727026815, 0.613608846321622, 0.630172304798415, 0.607827922150936, 0.648287551367167];[30.4, 30.4, 30.4, 31.2, 28.8, 29.6, 30.4, 28.8, 30.4];[62.4, 65.6, 62.4, 67.2, 60.8, 62.4, 65.6, 59.2, 64];3.74609999926179;"1";0;0;0;0;0;0;0;0;0;2.65919999947073;"1";1;33218;33218;85038.08;85038.08;-4.74712044889384;5.6;2893.31841772533;-2154.87554940093;-271.989966561866;11.1848000015016;"FM";"1";0;0;0;0;0;150.797300000704;"FM";"1";0;0;0;0;0;0;0;12.3276000012993
HE_14_4_L;"1";1;2992548;2992548;7660922.88;7660922.88;-1.66930883201548;"1";0;1274.67897230889;1878.31872735024;0.116369666650138;4029.30999981056;1987.08163656418;1403.35486654271;1876.76461474137;-0.0939046442408654;5080.78978645015;3432.81147040579;1339.0169194258;1877.54167104581;1.55871918478009;-205.881430774104;2.48658017418456;205.896446347562;0.210274310891003;153.344299997116;"1";0;0;0;0;0;0;[0.680211142752897, 0.708188870644429, 0.652854766337799, 0.651950562243511, 0.663966334526058, 0.650808100361063, 0.649903718328314, 0.674413092901776, 0.65277263689859];[30.4, 31.2, 31.2, 30.4, 31.2, 27.2, 27.2, 30.4, 25.6];[65.6, 65.6, 65.6, 64, 65.6, 64, 64, 65.6, 65.6];4.51439999960712;"1";0;0;0;0;0;0;0;0;0;3.40980000328273;"1";1;31518;31518;80686.08;80686.08;-5.48921040403734;5.6;2812.05827780951;-2149.7213274954;-314.508589010641;12.6478999991377;"FM";"1";0;0;0;0;0;116.003999999521;"FM";"1";0;0;0;0;0;0;0;36.5315999988525
HE_13_4_L;"1";1;2991581;2991581;7658447.36;7658447.36;-1.6903180273333;"1";0;1258.08678494131;1887.77004900305;0.0902951116765933;4029.17259419791;1987.12380239848;1388.60326864503;1885.93850345528;-0.0985210880087831;5077.04267881564;3425.36914661845;1323.34502679317;1886.85427622917;1.55676418860646;-208.826373925952;2.93047287642839;208.846934663502;0.188816199685376;141.947399999481;"1";0;0;0;0;0;0;[0.644708379961155, 0.675587394473479, 0.656640518668699, 0.67918538669478, 0.669029585138843, 0.65170674854626, 0.668767232927978, 0.655232277240789, 0.611911393649752];[30.4, 31.2, 30.4, 30.4, 30.4, 30.4, 30.4, 30.4, 25.6];[64, 64, 65.6, 64, 64, 65.6, 65.6, 64, 60.8];7.378799997241;"1";0;0;0;0;0;0;0;0;0;2.07130000126199;"1";1;31659;31659;81047.04;81047.04;-4.53784368218082;5.6;2845.53109068511;-2108.30204365267;-259.999291079066;9.37499999781721;"FM";"1";0;0;0;0;0;72.0956000004662;"FM";"1";0;0;0;0;0;0;0;25.3305000005639
HE_12_3_L;"1";1;2994308;2994308;7665428.48;7665428.48;-1.53933076121149;"1";0;1267.83608179664;1892.82152262533;0.237384221584369;4030.10901813067;1987.97959783353;1398.17444965215;1891.66618356301;0.0364838570900836;5079.27826285366;3423.98309304807;1333.0052657244;1892.24385309417;1.56193240726606;-208.541388568826;1.84854249971395;208.549581288448;0.200900364494286;160.145399997418;"1";0;0;0;0;0;0;[0.639245827127507, 0.683083866566661, 0.635413403677366, 0.642766975680591, 0.606932518228131, 0.648642224706479, 0.624637355576718, 0.586542531031583, 0.666024892221729];[30.4, 31.2, 31.2, 31.2, 30.4, 30.4, 28.8, 29.6, 31.2];[67.2, 72, 65.6, 65.6, 65.6, 67.2, 67.2, 64, 65.6];5.29780000215396;"1";0;0;0;0;0;0;0;0;0;2.09299999914947;"1";1;32748;32748;83834.88;83834.88;-5.10560673944334;5.6;2868.38417002565;-2160.05413460364;-292.529718023653;8.84889999724692;"FM";"1";0;0;0;0;0;69.7129000000132;"FM";"1";0;0;0;0;0;0;0;13.7944999987667
HE_11_4_L;"1";1;2991754;2991754;7658890.24;7658890.24;-1.61466872439268;"1";0;1259.56010456076;1892.64379512078;0.184682395534318;4029.42164656298;1987.60603109482;1389.6018759872;1889.95158937532;-0.0339227906633983;5078.10821173712;3423.63268950939;1324.58099027398;1891.29769224805;1.55009666091355;-208.066834282313;4.30752919274091;208.111418081781;0.218605186197716;195.9609000005;"1";0;0;0;0;0;0;[0.636619561458992, 0.658638628733414, 0.653087150729059, 0.656400541782227, 0.657130601400675, 0.626804483141083, 0.660099734884114, 0.611609782915415, 0.693107988940922];[30.4, 30.4, 31.2, 31.2, 30.4, 28.8, 30.4, 27.2, 30.4];[67.2, 65.6, 64, 64, 64, 65.6, 64, 64, 67.2];2.12929999906919;"1";0;0;0;0;0;0;0;0;0;2.08660000134842;"1";1;31805;31805;81420.8;81420.8;-5.07293083428699;5.6;2865.94032384845;-2119.53300424462;-290.657526566424;15.4737999982899;"FM";"1";0;0;0;0;0;108.199800000875;"FM";"1";0;0;0;0;0;0;0;16.9729000008374
HE_12_4_L;"1";1;2992745;2992745;7661427.2;7661427.2;-1.5967635181953;"1";0;1271.07447887062;1881.54358208396;0.196053987609992;4029.83384996266;1987.71561028214;1400.36344869326;1880.81631281854;-0.0206276974355899;5081.53682803626;3427.41947997626;1335.71896378194;1881.17994745125;1.56517124063517;-206.862351716224;1.16363082467797;206.865624486677;0.216681685045582;194.817100000364;"1";0;0;0;0;0;0;[0.641037260249226, 0.657843229404237, 0.652417017073875, 0.626310669414565, 0.668168329493179, 0.694205653054518, 0.647112267638676, 0.642175737480472, 0.687461030536354];[31.2, 28, 25.6, 28.8, 26.4, 26.4, 27.2, 26.4, 25.6];[67.2, 65.6, 65.6, 67.2, 65.6, 68.8, 67.2, 67.2, 70.4];4.90319999880739;"1";0;0;0;0;0;0;0;0;0;1.85440000132076;"1";1;31727;31727;81221.12;81221.12;-5.06023347983677;5.6;2844.76111829042;-2135.53437765941;-289.930021745445;15.6162999992375;"FM";"1";0;0;0;0;0;152.09650000179;"FM";"1";0;0;0;0;0;0;0;23.8284000006388
HE_9_4_L;"1";1;2992004;2992004;7659530.24;7659530.24;-1.6524707112957;"1";0;1253.66059241781;1892.82797433003;0.135008922303987;4029.18894215821;1987.61720876342;1382.04386981348;1889.63106087234;-0.0946902469662568;5077.22122670196;3426.79562581269;1317.85223111564;1891.22951760119;1.54590014878836;-205.413243833077;5.11506153230621;205.476919863294;0.229699169270244;153.9257000004;"1";0;0;0;0;0;0;[0.657756010026324, 0.675083941789607, 0.601479171089622, 0.637760327194591, 0.640729009266757, 0.65546254561884, 0.673651739997922, 0.668816877780017, 0.671433936158578];[30.4, 29.6, 29.6, 29.6, 26.4, 28, 30.4, 30.4, 26.4];[65.6, 68.8, 60.8, 62.4, 64, 64, 67.2, 64, 64];3.45519999973476;"1";0;0;0;0;0;0;0;0;0;1.42480000067735;"1";1;31792;31792;81387.52;81387.52;-5.26963800842425;5.6;2863.96567689985;-2111.62969300453;-301.928017444434;6.1052999990352;"FM";"1";0;0;0;0;0;126.700600001641;"FM";"1";0;0;0;0;0;0;0;21.1618000030285
HE_11_3_L;"1";1;2992613;2992613;7661089.28;7661089.28;-1.59457246412713;"1";0;1255.26927555166;1904.23391177271;0.189245240008326;4029.78189728361;1987.94370940552;1383.58082051839;1901.55529656949;0.0272234511188684;5076.56679106979;3427.93094930875;1319.42504803502;1902.8946041711;1.54992348803072;-205.298471946764;4.28578432515205;205.34320181335;0.162021788889457;158.833400000731;"1";0;0;0;0;0;0;[0.625583860475321, 0.614735200695907, 0.639169974379236, 0.635273934142707, 0.658650793709812, 0.655910312088888, 0.627867367858272, 0.697724399191823, 0.703025841598188];[31.2, 30.4, 31.2, 30.4, 30.4, 30.4, 31.2, 31.2, 30.4];[65.6, 62.4, 65.6, 62.4, 65.6, 62.4, 65.6, 67.2, 65.6];3.82710000121733;"1";0;0;0;0;0;0;0;0;0;5.72829999873647;"1";1;32847;32847;84088.32;84088.32;-5.05132088860084;5.6;2909.14409230676;-2132.61650683472;-289.419367883101;9.21260000177426;"FM";"1";0;0;0;0;0;187.799700001051;"FM";"1";0;0;0;0;0;0;0;9.07490000099642
HE_10_4_L;"1";1;2992926;2992926;7661890.56;7661890.56;-1.68809809433774;"1";0;1269.25923217685;1884.57978032864;0.0988743282712769;4029.82779617885;1987.59345860073;1398.14266593895;1882.20207993866;-0.0853810459153143;5081.73052476091;3426.75165099277;1333.7009490579;1883.39093013365;1.55234996306076;-206.213494019352;3.80432062397158;206.248582955324;0.184255374186591;170.446100000845;"1";0;0;0;0;0;0;[0.686304196799944, 0.637482468776603, 0.659936466353362, 0.714974451199696, 0.665043180511329, 0.639326340021793, 0.642876867633028, 0.62905980358225, 0.667724999345193];[31.2, 30.4, 31.2, 31.2, 29.6, 30.4, 31.2, 29.6, 27.2];[67.2, 67.2, 68.8, 67.2, 68.8, 62.4, 67.2, 62.4, 65.6];3.97909999810508;"1";0;0;0;0;0;0;0;0;0;1.63439999960246;"1";1;31804;31804;81418.24;81418.24;-4.55105826720947;5.6;2844.93155577915;-2127.97394038486;-260.756431029224;10.7161000014457;"FM";"1";0;0;0;0;0;74.1534999979194;"FM";"1";0;0;0;0;0;0;0;17.1470999994199
