;Pattern Matching Modified;Pattern Matching Modified;Pattern Matching Modified;Pattern Matching Modified;Pattern Matching Modified;Pattern Matching Modified;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;Missing Die;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;FO2;Unbonded;Unbonded;Unbonded;Unbonded;Missing;Missing;Missing;Missing;Broken;Broken;Broken;Broken;Bond Tail;Bond Tail;Bond Tail;Bond Tail;Bond Tail;Bond Tail;Bond Tail;NSOP;NSOP;NSOP;NSOP;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep;Wire Sweep
HE_9_4_O;1;1279.8960339398;1888.52634648075;-0.032783864601098;0.987515727129505;33.2409000002372;"1";0;0;0;0;0;0;0;0;0;2.00399999812362;"1";0;0;"Good/OthersDefect";[1584, 1559, 1631, 1585, 1582, 1584, 1565, 1584, 1577];[0.720256065230003, 0.75518571781901, 0.72745913835611, 0.772433811111468, 0.803850297793743, 0.788465846738641, 0.822988555621484, 0.770300452768696, 0.830605799073289];[239, 243, 288, 237, 249, 256, 244, 262, 225];[2243, 2320, 2337, 2307, 2332, 2439, 2402, 2290, 2248];[119, 118, 119, 117, 117, 118, 118, 115, 116];[40, 42, 40, 41, 42, 42, 42, 42, 41];[40, 42, 40, 41, 42, 42, 42, 42, 41];0;0;24.6040000020002;"1";0;0;0.313399999868125;"1";0;0;0.28780000138795;"1";0;0;0.293199998850469;"1";0;0;0;0;0;0.321999999869149;"1";0;0;0.318400001560804;"1";0;0;0;0;0;0;[32, 28.8, 30.4, 33.6, 35.2, 33.6, 30.4, 35.2, 43.2];10.9824999999546
HE_10_3_O;1;1308.77042021226;1889.36881219734;-0.166995768565932;0.975760297394842;21.9644999997399;"1";0;0;0;0;0;0;0;0;0;3.0036000025575;"1";0;0;"Good/OthersDefect";[1583, 1609, 1618, 1580, 1540, 1558, 1593, 1516, 1537];[0.774792009813637, 0.792883205506666, 0.784753236511721, 0.769934599265603, 0.776067351862647, 0.811638717604069, 0.794646649682433, 0.825046598639312, 0.844172735026527];[228, 201, 230, 208, 212, 241, 233, 235, 200];[2376, 2430, 2418, 2452, 2458, 2402, 2422, 2449, 2258];[120, 119, 118, 117, 118, 118, 119, 117, 116];[40, 41, 41, 43, 40, 40, 39, 40, 40];[40, 41, 41, 43, 40, 40, 39, 40, 40];0;0;46.9429999975546;"1";0;0;0.292500000796281;"1";0;0;0.338099998771213;"1";0;0;0.366699998266995;"1";0;0;0;0;0;0.419299998611677;"1";0;0;0.33149999944726;"1";0;0;0;0;0;0;[22.4, 27.2, 27.2, 27.2, 32, 30.4, 25.6, 30.4, 36.8];3.55130000025383
HE_7_4_O;1;1275.39585403691;1886.7358541481;0.0818459553700287;0.980022231573727;50.7074000015564;"1";0;0;0;0;0;0;0;0;0;5.01460000305087;"1";0;0;"Good/OthersDefect";[1561, 1571, 1591, 1586, 1516, 1566, 1551, 1590, 1569];[0.749597644503825, 0.795464983175802, 0.823971057233065, 0.864977008472864, 0.787303481529929, 0.763510894424679, 0.810851581985745, 0.8370029722147, 0.783158931404163];[292, 253, 272, 266, 256, 259, 242, 255, 256];[2292, 2620, 2498, 2400, 2570, 2273, 2377, 2459, 2284];[119, 117, 117, 116, 117, 117, 118, 115, 116];[41, 44, 40, 42, 41, 42, 40, 41, 44];[41, 44, 40, 42, 41, 42, 40, 41, 44];0;0;19.9222000010195;"1";0;0;0.251000001298962;"1";0;0;0.270799999270821;"1";0;0;0.392100002500229;"1";0;0;0;0;0;0.533399997948436;"1";0;0;0.641499998891959;"1";0;0;0;0;0;0;[19.2, 32, 35.2, 30.4, 33.6, 24, 30.4, 30.4, 36.8];10.0380999974732
HE_8_3_O;1;1305.63217622761;1887.48182853223;-0.248833483789651;0.985011618496756;39.1457000005175;"1";0;0;0;0;0;0;0;0;0;5.10300000314601;"1";0;0;"Good/OthersDefect";[1549, 1577, 1569, 1541, 1578, 1547, 1586, 1579, 1514];[0.734576646053631, 0.730506084270819, 0.694680493084825, 0.8244022903863, 0.787018057817165, 0.757590825064491, 0.789717787384069, 0.770869927733844, 0.775307312560156];[224, 210, 226, 215, 214, 221, 223, 212, 201];[2516, 2475, 2536, 2436, 2403, 2440, 2499, 2283, 2302];[120, 119, 119, 118, 118, 119, 119, 118, 117];[41, 40, 41, 40, 40, 41, 39, 39, 41];[41, 40, 41, 40, 40, 41, 39, 39, 41];0;0;33.860999999888;"1";0;0;0.698499999998603;"1";0;0;0.646600001346087;"1";0;0;1.13580000106595;"1";0;0;0;0;0;0.615700002526864;"1";0;0;0.28060000113328;"1";0;0;0;0;0;0;[27.2, 27.2, 27.2, 28.8, 28.8, 27.2, 28.8, 27.2, 35.2];5.79440000001341
HE_7_3_O;1;1294.90417016875;1894.57490916026;-0.0640882556124721;0.983221755215169;53.3063000002585;"1";0;0;0;0;0;0;0;0;0;7.34969999757595;"1";0;0;"Good/OthersDefect";[1551, 1548, 1534, 1583, 1540, 1551, 1539, 1557, 1584];[0.750598445484732, 0.756315282219095, 0.766372794357393, 0.753317276361987, 0.828603693841221, 0.798721307109976, 0.796788665817594, 0.81642127840698, 0.795919010630606];[240, 238, 241, 254, 241, 226, 225, 212, 220];[2337, 2451, 2237, 2594, 2461, 2368, 2277, 2427, 2453];[119, 119, 118, 119, 118, 117, 119, 117, 116];[40, 39, 42, 42, 39, 39, 41, 41, 40];[40, 39, 42, 42, 39, 39, 41, 41, 40];0;0;22.9777000022295;"1";0;0;0.31939999826136;"1";0;0;0.276499999017688;"1";0;0;0.277200000709854;"1";0;0;0;0;0;0.836100000014994;"1";0;0;0.551999997696839;"1";0;0;0;0;0;0;[27.2, 27.2, 28.8, 28.8, 30.4, 27.2, 27.2, 27.2, 36.8];5.15960000120685
HE_8_4_O;1;1291.06296335918;1877.52360757341;0.211506814832652;0.96344087274997;59.4506999987061;"1";0;0;0;0;0;0;0;0;0;2.06169999728445;"1";0;0;"Good/OthersDefect";[1551, 1588, 1536, 1549, 1527, 1586, 1586, 1550, 1550];[0.784072539297401, 0.757233246861895, 0.796085727284804, 0.818983676708088, 0.793334904220162, 0.744966456037983, 0.842282332126521, 0.747352040517411, 0.835879197100627];[249, 254, 252, 243, 232, 245, 240, 250, 209];[2465, 2271, 2301, 2397, 2520, 2294, 2409, 2569, 2407];[119, 118, 117, 117, 117, 117, 117, 115, 115];[40, 39, 41, 41, 40, 38, 40, 42, 39];[40, 39, 41, 41, 40, 38, 40, 42, 39];0;0;32.5707999982114;"1";0;0;0.376399999368005;"1";0;0;0.29059999724268;"1";0;0;0.288299997919239;"1";0;0;0;0;0;0.30960000003688;"1";0;0;0.352200000634184;"1";0;0;0;0;0;0;[30.4, 30.4, 28.8, 30.4, 32, 30.4, 30.4, 30.4, 36.8];5.18039999951725
HE_5_4_O;1;1277.85449715172;1889.63552153084;0.0352660249311838;0.97181507911499;37.2773999988567;"1";0;0;0;0;0;0;0;0;0;3.23969999953988;"1";0;0;"Good/OthersDefect";[1556, 1555, 1614, 1538, 1546, 1561, 1574, 1541, 1522];[0.777338954644635, 0.845704707592931, 0.754237879106397, 0.791236491944356, 0.816265626497098, 0.869308032001749, 0.827764938947956, 0.824663370759927, 0.804618759861092];[226, 264, 260, 257, 242, 262, 242, 260, 258];[2492, 2469, 2271, 2344, 2164, 2341, 2184, 2236, 2301];[118, 118, 118, 117, 116, 117, 118, 115, 114];[41, 42, 41, 42, 39, 40, 41, 42, 43];[41, 42, 41, 42, 39, 40, 41, 42, 43];0;0;25.3755000012461;"1";0;0;0.28309999834164;"1";0;0;0.437899998360081;"1";0;0;0.441299998783506;"1";0;0;0;0;0;0.437799997598631;"1";0;0;0.383000002329936;"1";0;0;0;0;0;0;[33.6, 30.4, 32, 35.2, 33.6, 30.4, 28.8, 30.4, 41.6];2.71210000209976
HE_6_3_O;1;1305.68685627816;1888.26167824333;-0.257659613185141;0.973406831501848;44.7284000001673;"1";0;0;0;0;0;0;0;0;0;4.23770000270451;"1";0;0;"Good/OthersDefect";[1554, 1604, 1538, 1575, 1553, 1551, 1555, 1552, 1558];[0.755276386337923, 0.771223280134317, 0.801410795523791, 0.835977469794007, 0.781915390410979, 0.779578467485708, 0.76305540951684, 0.775192403587477, 0.836065255419229];[229, 223, 211, 230, 210, 219, 239, 231, 199];[2762, 2482, 2486, 2755, 2367, 2414, 2678, 2426, 2296];[120, 120, 120, 118, 117, 118, 119, 116, 115];[41, 42, 41, 43, 43, 40, 41, 39, 40];[41, 42, 41, 43, 43, 40, 41, 39, 40];0;0;41.1897000012686;"1";0;0;0.332800002070144;"1";0;0;0.439100000221515;"1";0;0;0.751300001866184;"1";0;0;0;0;0;0.573000001168111;"1";0;0;0.574999998207204;"1";0;0;0;0;0;0;[27.2, 28.8, 30.4, 28.8, 30.4, 27.2, 30.4, 28.8, 40];6.30679999812855
HE_6_4_O;1;1292.73338226852;1876.81830100025;0.294175695897988;0.960299801629944;33.1810999996378;"1";0;0;0;0;0;0;0;0;0;2.57930000225315;"1";0;0;"Good/OthersDefect";[1579, 1563, 1544, 1561, 1536, 1580, 1527, 1575, 1526];[0.785005318424139, 0.824131490557898, 0.880739777417298, 0.797040131528599, 0.828945235634816, 0.762816543979115, 0.852670094920021, 0.839744954852603, 0.814893052014982];[257, 234, 215, 235, 226, 245, 241, 229, 241];[2389, 2308, 2407, 2269, 2385, 2324, 2528, 2471, 2175];[118, 117, 118, 116, 116, 117, 118, 116, 114];[39, 40, 40, 39, 39, 39, 40, 41, 41];[39, 40, 40, 39, 39, 39, 40, 41, 41];0;0;29.7901999983878;"1";0;0;0.246800002059899;"1";0;0;0.748700000258395;"1";0;0;0.511700000060955;"1";0;0;0;0;0;0.588700000662357;"1";0;0;0.398500000301283;"1";0;0;0;0;0;0;[25.6, 33.6, 30.4, 32, 32, 33.6, 30.4, 28.8, 40];3.01440000112052
HE_4_4_O;1;1291.82380613084;1876.50835537917;0.108070939054884;0.978533457622248;20.986499999708;"1";0;0;0;0;0;0;0;0;0;6.3004000003275;"1";0;0;"Good/OthersDefect";[1582, 1551, 1593, 1579, 1652, 1614, 1543, 1576, 1625];[0.825507792731166, 0.811786839235702, 0.826719143932037, 0.847634613260615, 0.820417720354001, 0.866664944517698, 0.818458482695306, 0.833464186844032, 0.871654107318278];[242, 236, 240, 255, 245, 248, 243, 228, 244];[2520, 2391, 2479, 2481, 2550, 2549, 2563, 2499, 2339];[119, 118, 118, 117, 116, 117, 117, 114, 114];[42, 38, 40, 41, 42, 42, 43, 41, 40];[42, 38, 40, 41, 42, 42, 43, 41, 40];0;0;30.5770999984816;"1";0;0;0.30220000189729;"1";0;0;0.542800000403076;"1";0;0;0.315400000545196;"1";0;0;0;0;0;0.291399999696296;"1";0;0;0.367500000720611;"1";0;0;0;0;0;0;[28.8, 30.4, 32, 32, 36.8, 30.4, 30.4, 30.4, 40];3.62170000153128
HE_5_3_O;1;1292.84599346008;1898.10356238236;0.246103238057609;0.974920385660951;36.8600000001607;"1";0;0;0;0;0;0;0;0;0;2.72980000227108;"1";0;0;"Good/OthersDefect";[1543, 1562, 1546, 1522, 1531, 1570, 1554, 1519, 1556];[0.758630543266794, 0.793585698166595, 0.788873705912262, 0.878469744443093, 0.824731838437471, 0.764009927071631, 0.842749140868167, 0.798965844963519, 0.83602433507365];[256, 249, 258, 216, 251, 220, 246, 240, 241];[2522, 2413, 2544, 2462, 2485, 2525, 2427, 2429, 2230];[119, 119, 118, 118, 117, 118, 118, 116, 116];[41, 42, 41, 42, 41, 43, 40, 41, 41];[41, 42, 41, 42, 41, 43, 40, 41, 41];0;0;41.3074000025517;"1";0;0;0.423900000896538;"1";0;0;0.295500001811888;"1";0;0;0.460700000985526;"1";0;0;0;0;0;0.38930000300752;"1";0;0;0.355300002411241;"1";0;0;0;0;0;0;[28.8, 28.8, 30.4, 28.8, 28.8, 30.4, 27.2, 24, 38.4];1.73260000156006
HE_3_3_O;1;1296.98900998964;1893.80965300738;0.331957558749207;0.983404958755443;69.1589000016393;"1";0;0;0;0;0;0;0;0;0;1.83119999928749;"1";0;0;"Good/OthersDefect";[1588, 1562, 1559, 1595, 1577, 1636, 1557, 1611, 1541];[0.777392330129968, 0.740028423284075, 0.828612676434811, 0.875458356766097, 0.804086185671887, 0.761421946664577, 0.828613394969731, 0.820181025183309, 0.848836118452884];[207, 225, 221, 219, 211, 211, 196, 197, 205];[2484, 2421, 2421, 2579, 2653, 2371, 2456, 2224, 2318];[119, 119, 120, 118, 117, 118, 118, 116, 117];[42, 43, 43, 41, 40, 39, 42, 40, 41];[42, 43, 43, 41, 40, 39, 42, 40, 41];0;0;19.9663999992481;"1";0;0;0.352099999872735;"1";0;0;0.297399998089531;"1";0;0;0.324399999954039;"1";0;0;0;0;0;0.363600000127917;"1";0;0;0.330099999700906;"1";0;0;0;0;0;0;[30.4, 30.4, 30.4, 27.2, 30.4, 27.2, 27.2, 28.8, 40];4.89170000219019
HE_3_4_O;1;1277.54407895276;1885.71810748258;0.0944619860127775;0.992219128226282;40.1574999996228;"1";0;0;0;0;0;0;0;0;0;4.22759999855771;"1";0;0;"Good/OthersDefect";[1588, 1527, 1584, 1546, 1583, 1600, 1568, 1579, 1586];[0.778484635673328, 0.833850622744627, 0.837831976508353, 0.848540159995574, 0.851337610213633, 0.793584414724994, 0.834253865632477, 0.87422263865644, 0.835476466021315];[101, 102, 137, 180, 137, 263, 254, 253, 260, 222, 257, 237, 264, 259];[2480, 2278, 2426, 2503, 2306, 2301, 2384, 2628, 2351];[117, 117, 117, 117, 117, 117, 118, 115, 114];[41, 41, 42, 43, 42, 43, 43, 40, 41];[41, 41, 42, 43, 42, 43, 43, 40, 41];0;0;20.1898000013898;"1";0;0;0.328899997839471;"1";0;0;0.333399999362882;"1";0;0;0.392799996916438;"1";0;0;0;0;0;0.3218999991077;"1";0;0;0.346400000125868;"1";0;0;0;0;0;0;[30.4, 33.6, 36.8, 35.2, 33.6, 30.4, 30.4, 33.6, 43.2];3.36619999870891
HE_1_3_O;1;1300.33176891947;1895.32693910136;0.137818213429824;0.954785322761182;21.9500999992306;"1";0;0;0;0;0;0;0;0;0;3.04999999934807;"1";0;0;"Good/OthersDefect";[1598, 1588, 1560, 1653, 1584, 1548, 1592, 1625, 1563];[0.783959248102641, 0.824981462612314, 0.824284467561131, 0.803336475053382, 0.795688827759798, 0.786034431217392, 0.74501997419054, 0.858072483097726, 0.851270048955408];[219, 244, 223, 224, 219, 232, 217, 216, 203];[2568, 2553, 2608, 2613, 2651, 2565, 2461, 2687, 2396];[119, 119, 119, 118, 118, 118, 119, 117, 116];[41, 44, 44, 43, 40, 41, 42, 43, 43];[41, 44, 44, 43, 40, 41, 42, 43, 43];0;0;25.3387999982806;"1";0;0;0.784500000008848;"1";0;0;0.586800000746734;"1";0;0;0.475400000141235;"1";0;0;0;0;0;0.394900001992937;"1";0;0;0.491700000566198;"1";0;0;0;0;0;0;[27.2, 32, 30.4, 30.4, 30.4, 32, 28.8, 32, 38.4];2.9939000014565
HE_4_3_O;1;1306.75548145564;1884.38051681733;0.182047480086963;0.96935340413593;32.6330999996571;"1";0;0;0;0;0;0;0;0;0;2.33560000197031;"1";0;0;"Good/OthersDefect";[1540, 1552, 1491, 1551, 1538, 1575, 1548, 1574, 1550];[0.770522426808039, 0.820631379883499, 0.852341199468191, 0.795529699954105, 0.843677225270667, 0.83256178790707, 0.837879583062144, 0.834267817606156, 0.82978036254862];[224, 218, 236, 245, 212, 214, 245, 241, 220];[2331, 2348, 2341, 2376, 2395, 2360, 2259, 2247, 2319];[119, 118, 119, 118, 118, 117, 119, 116, 115];[42, 39, 40, 39, 40, 40, 39, 39, 40];[42, 39, 40, 39, 40, 40, 39, 39, 40];0;0;26.0288999998011;"1";0;0;0.338999998348299;"1";0;0;0.337499997840496;"1";0;0;0.441100000898587;"1";0;0;0;0;0;0.604500000918051;"1";0;0;0.421999997342937;"1";0;0;0;0;0;0;[28.8, 30.4, 33.6, 30.4, 32, 30.4, 27.2, 27.2, 40];4.97369999720831
HE_2_4_O;1;1298.05333276774;1874.6606324016;0.16124848552316;0.992162244900072;43.4817999994266;"1";0;0;0;0;0;0;0;0;0;2.67860000167275;"1";0;0;"Good/OthersDefect";[1579, 1555, 1616, 1591, 1535, 1627, 1573, 1574, 1576];[0.794153074717374, 0.836071260200243, 0.815890549158615, 0.838990183189009, 0.901341788921717, 0.825489958245401, 0.812125931716847, 0.864883095053727, 0.808535818080144];[278, 239, 247, 243, 246, 245, 242, 229, 236];[2542, 2359, 2344, 2529, 2626, 2333, 2298, 2269, 2442];[116, 118, 117, 116, 116, 117, 117, 115, 115];[42, 39, 41, 41, 40, 41, 41, 40, 41];[42, 39, 41, 41, 40, 41, 41, 40, 41];0;0;21.9337999988056;"1";0;0;0.557900002604583;"1";0;0;0.558600000658771;"1";0;0;0.442599997768411;"1";0;0;0;0;0;0.359800000296673;"1";0;0;0.334299998939969;"1";0;0;0;0;0;0;[33.6, 30.4, 33.6, 33.6, 32, 32, 28.8, 30.4, 38.4];2.20090000220807
HE_2_3_O;1;1313.50084170313;1884.96143992183;0.0677528888754099;0.965015625522099;25.342200002342;"1";0;0;0;0;0;0;0;0;0;4.04920000073616;"1";0;0;"Good/OthersDefect";[1532, 1536, 1600, 1599, 1520, 1622, 1535, 1617, 1550];[0.757477356105945, 0.813886309826903, 0.809129086321794, 0.84443550123351, 0.849067657264729, 0.810523511089203, 0.794385036248446, 0.84916153825588, 0.840124913894031];[221, 207, 179, 222, 215, 216, 170, 220, 220];[2403, 2388, 2493, 2527, 2407, 2505, 2414, 2505, 2329];[119, 118, 118, 118, 118, 119, 118, 116, 116];[42, 41, 43, 42, 42, 41, 39, 40, 40];[42, 41, 43, 42, 42, 41, 39, 40, 40];0;0;20.1506999983394;"1";0;0;0.344899999618065;"1";0;0;0.425799997174181;"1";0;0;0.514999999722932;"1";0;0;0;0;0;0.319299997499911;"1";0;0;0.654600000416394;"1";0;0;0;0;0;0;[30.4, 27.2, 32, 28.8, 32, 28.8, 30.4, 30.4, 35.2];9.1997999988962
HE_1_4_O;1;1284.18789569353;1886.12768847637;0.0814906068668526;0.966091766517593;43.0159999996249;"1";0;0;0;0;0;0;0;0;0;6.17960000090534;"1";0;0;"Good/OthersDefect";[1605, 1557, 1615, 1534, 1562, 1545, 1611, 1538, 1584];[0.766742183472621, 0.795530803981566, 0.775295641444686, 0.789899859315246, 0.862783296116261, 0.855183774388947, 0.862712208055655, 0.818180583797578, 0.874060366683594];[238, 223, 246, 223, 233, 244, 235, 208, 226];[2404, 2185, 2202, 2526, 2385, 2229, 2486, 2176, 2279];[117, 118, 118, 117, 116, 118, 117, 114, 114];[42, 39, 40, 43, 41, 40, 43, 42, 42];[42, 39, 40, 43, 41, 40, 43, 42, 42];0;0;22.4817999987863;"1";0;0;0.67769999805023;"1";0;0;0.554500002181157;"1";0;0;0.359100002242485;"1";0;0;0;0;0;0.599499999225372;"1";0;0;0.31939999826136;"1";0;0;0;0;0;0;[33.6, 33.6, 30.4, 33.6, 36.8, 33.6, 30.4, 33.6, 40];3.76600000163307
HE_1_5_O;1;1313.17869047885;1906.47323034166;0.253980497895299;0.979070187765757;35.4226999988896;"1";0;0;0;0;0;0;0;0;0;5.98650000029011;"1";0;0;"Good/OthersDefect";[1558, 1530, 1627, 1505, 1617, 1563, 1629, 1558, 1522];[0.78042032799071, 0.823406207743338, 0.847243977780587, 0.818506938375763, 0.86226727023087, 0.757876014576138, 0.817639402657738, 0.793576857412615, 0.82239560135284];[228, 216, 199, 224, 208, 189, 203, 199, 196];[2521, 2118, 2429, 2420, 2441, 2646, 2341, 2376, 2115];[118, 118, 118, 117, 117, 118, 118, 115, 115];[41, 40, 41, 43, 41, 42, 41, 40, 41];[41, 40, 41, 43, 41, 42, 41, 40, 41];0;0;25.3163000015775;"1";0;0;0.349300000380026;"1";0;0;0.302899999951478;"1";0;0;0.309800001559779;"1";0;0;0;0;0;0.363899998774286;"1";0;0;0.299899998935871;"1";0;0;0;0;0;0;[33.6, 30.4, 30.4, 30.4, 33.6, 30.4, 28.8, 33.6, 33.6];2.26850000035483
HE_2_5_O;1;1322.11103092304;1898.46507425895;0.191714354588768;0.966909971051138;75.7763999972667;"1";0;0;0;0;0;0;0;0;0;6.57560000036028;"1";0;0;"Good/OthersDefect";[1545, 1530, 1541, 1556, 1545, 1603, 1581, 1548, 1542];[0.790266836165278, 0.789821220056335, 0.8551364006525, 0.806855534552934, 0.834572129669171, 0.769166319070232, 0.798907297668148, 0.860955431856115, 0.831163608854688];[233, 230, 237, 247, 234, 219, 238, 223, 225];[2419, 2549, 2658, 2517, 2509, 2482, 2416, 2465, 2369];[118, 119, 119, 118, 117, 118, 118, 116, 115];[41, 41, 41, 40, 39, 40, 39, 39, 41];[41, 41, 41, 40, 39, 40, 39, 39, 41];0;0;22.9555000005348;"1";0;0;0.211699996725656;"1";0;0;0.290500000119209;"1";0;0;0.200900001800619;"1";0;0;0;0;0;0.325600001815474;"1";0;0;0.306299996736925;"1";0;0;0;0;0;0;[32, 27.2, 32, 30.4, 33.6, 30.4, 27.2, 27.2, 35.2];2.25010000212933
HE_1_6_O;1;1295.96969934974;1897.57772002982;0.37840649858931;0.967616239660003;45.6166999974812;"1";0;0;0;0;0;0;0;0;0;6.76409999869065;"1";0;0;"Good/OthersDefect";[1658, 1617, 1549, 1593, 1567, 1572, 1501, 1579, 1587];[0.846990151948382, 0.813557028529768, 0.827015947948474, 0.833267763549709, 0.793826660625471, 0.773444928433564, 0.836795047817063, 0.818558050905574, 0.848828596773356];[244, 268, 234, 250, 256, 227, 246, 234, 229];[2427, 2314, 2300, 2346, 2447, 2493, 2477, 2514, 2445];[118, 117, 116, 115, 116, 116, 117, 114, 113];[41, 41, 40, 38, 42, 41, 39, 42, 42];[41, 41, 40, 38, 42, 41, 39, 42, 42];0;0;57.9240000006394;"1";0;0;0.294599998596823;"1";0;0;0.340700000379002;"1";0;0;0.350599999364931;"1";0;0;0;0;0;0.337800000124844;"1";0;0;0.31949999902281;"1";0;0;0;0;0;0;[33.6, 36.8, 32, 33.6, 40, 33.6, 30.4, 30.4, 43.2];4.40880000314792
HE_2_6_O;1;1308.37579716671;1887.77445962523;0.236619038234719;0.988865169623338;39.0475000021979;"1";0;0;0;0;0;0;0;0;0;9.97649999771966;"1";0;0;"Good/OthersDefect";[1613, 1652, 1576, 1517, 1519, 1577, 1533, 1568, 1587];[0.806146277355146, 0.817053940499831, 0.871619962805228, 0.811343018442433, 0.868299673211121, 0.800758910084596, 0.829975496024768, 0.832637530762838, 0.862088451764424];[254, 256, 240, 248, 256, 240, 261, 236, 229];[2507, 2472, 2493, 2347, 2318, 2304, 2442, 2368, 2502];[118, 117, 117, 117, 115, 116, 118, 114, 116];[42, 41, 41, 39, 38, 39, 41, 42, 43];[42, 41, 41, 39, 38, 39, 41, 42, 43];0;0;27.9460999990988;"1";0;0;0.288699997327058;"1";0;0;0.315699999191565;"1";0;0;0.317900001391536;"1";0;0;0;0;0;0.375399999029469;"1";0;0;0.254200000199489;"1";0;0;0;0;0;0;[30.4, 30.4, 33.6, 33.6, 30.4, 30.4, 28.8, 30.4, 43.2];4.08539999989443
HE_4_6_O;1;1292.91217701003;1887.38783362189;0.11670477728418;0.973601607856764;56.2624999984109;"1";0;0;0;0;0;0;0;0;0;11.4840000023833;"1";0;0;"Good/OthersDefect";[1496, 1575, 1571, 1521, 1611, 1563, 1561, 1495, 1515];[0.795241834951688, 0.814193541796515, 0.820155955754022, 0.861953677320049, 0.823516370809668, 0.845456749586381, 0.808708466688401, 0.846053311221155, 0.833736697750602];[260, 234, 252, 269, 258, 244, 240, 240, 258];[2370, 2484, 2611, 2387, 2473, 2417, 2444, 2340, 2689];[116, 117, 117, 115, 115, 117, 117, 115, 113];[40, 39, 41, 40, 44, 40, 39, 38, 43];[40, 39, 41, 40, 44, 40, 39, 38, 43];0;0;22.4992999974347;"1";0;0;0.282200002402533;"1";0;0;0.360800000635209;"1";0;0;0.345100001140963;"1";0;0;0;0;0;0.287899998511421;"1";0;0;0.251499997830251;"1";0;0;0;0;0;0;[36.8, 33.6, 33.6, 32, 33.6, 28.8, 30.4, 30.4, 40];4.15549999888754
HE_3_5_O;1;1300.01541103962;1905.19581593877;0.216902992961635;0.977959916774537;24.3327999996836;"1";0;0;0;0;0;0;0;0;0;7.24980000086362;"1";0;0;"Good/OthersDefect";[1612, 1667, 1557, 1598, 1513, 1611, 1570, 1556, 1544];[0.715223551909578, 0.770938219367661, 0.834239572100385, 0.791804296738611, 0.821157278969628, 0.820096058370981, 0.845838704228923, 0.80765114550408, 0.805138877121995];[255, 217, 215, 245, 249, 228, 241, 240, 242];[2241, 2337, 2431, 2443, 2655, 2570, 2514, 2499, 2760];[119, 119, 119, 119, 117, 117, 119, 115, 117];[41, 40, 43, 42, 42, 40, 41, 42, 43];[41, 40, 43, 42, 42, 40, 41, 42, 43];0;0;43.6464000013075;"1";0;0;0.265700000454672;"1";0;0;0.247100000706268;"1";0;0;0.272400000540074;"1";0;0;0;0;0;0.342200000886805;"1";0;0;0.473399999464164;"1";0;0;0;0;0;0;[22.4, 32, 33.6, 30.4, 30.4, 32, 30.4, 28.8, 38.4];6.86099999802536
HE_3_6_O;1;1288.70582900218;1894.8284700162;0.114068826411467;0.980487628718507;67.7983999994467;"1";0;0;0;0;0;0;0;0;0;7.30309999926249;"1";0;0;"Good/OthersDefect";[1652, 1573, 1588, 1556, 1529, 1580, 1630, 1530, 1549];[0.772655262703908, 0.795126834568614, 0.790096648516391, 0.826599266563835, 0.880802167697289, 0.775999531852249, 0.838702127244535, 0.84351599673839, 0.852276622639479];[273, 267, 243, 244, 268, 260, 260, 255, 240];[2372, 2398, 2464, 2489, 2563, 2521, 2518, 2484, 2437];[117, 118, 117, 116, 117, 117, 117, 114, 116];[41, 41, 43, 43, 42, 41, 41, 43, 43];[41, 41, 43, 43, 42, 41, 41, 43, 43];0;0;24.5041999987734;"1";0;0;0.335499997163424;"1";0;0;0.35579999894253;"1";0;0;0.345100001140963;"1";0;0;0;0;0;0.291899999865564;"1";0;0;0.298299997666618;"1";0;0;0;0;0;0;[30.4, 33.6, 33.6, 35.2, 36.8, 33.6, 35.2, 33.6, 36.8];1.646200002142
HE_6_5_O;1;1309.0513363846;1894.71873128978;-0.320497671583319;0.975885898394438;28.5039000009419;"1";0;0;0;0;0;0;0;0;0;1.8567000006442;"1";0;0;"Good/OthersDefect";[1576, 1594, 1593, 1544, 1531, 1555, 1592, 1573, 1565];[0.712484272783554, 0.79760177681161, 0.838340020553604, 0.775675163140985, 0.799668893080532, 0.808966698743148, 0.768865335213915, 0.783192259839777, 0.826558516980674];[203, 224, 224, 197, 203, 207, 199, 204, 206];[2408, 2516, 2364, 2331, 2435, 2411, 2522, 2488, 2509];[120, 120, 119, 118, 118, 118, 119, 116, 116];[44, 41, 41, 41, 40, 40, 42, 43, 42];[44, 41, 41, 41, 40, 40, 42, 43, 42];0;0;28.0536000027496;"1";0;0;0.348900000972208;"1";0;0;0.892500000190921;"1";0;0;0.471400002425071;"1";0;0;0;0;0;0.398500000301283;"1";0;0;0.734799999918323;"1";0;0;0;0;0;0;[20.8, 32, 28.8, 28.8, 28.8, 28.8, 30.4, 28.8, 40];3.74730000112322
